Order ID,Customer ID,Platform,Order Date & Time,Delivery Time (Minutes),Product Category,Order Value (INR),Customer Feedback,Service Rating,Delivery Delay,Refund Requested
ORD012866,CUST3551,swiggy instamart,2025-03-09 13:29:30,28,Dairy,113,"Easy to order, loved it!",5,0,0
ORD012867,CUST3297,jiomart,2025-03-09 00:29:30,30,Fruits & Vegetables,131,Good quality products.,4,0,0
ORD012871,CUST4437,blinkit,2025-03-09 14:29:30,17,Grocery,741,"Horrible experience, never ordering again.",1,0,1
ORD012880,CUST3480,swiggy instamart,2025-03-09 03:29:30,20,Grocery,468,Quick and reliable!,5,0,0
ORD012886,CUST9151,blinkit,2025-03-09 15:29:30,28,Dairy,178,"Fast delivery, great service!",5,0,0
ORD012889,CUST7613,blinkit,2025-03-09 19:29:30,18,Dairy,631,"Very late delivery, not happy.",2,0,1
ORD012890,CUST7114,blinkit,2025-03-09 08:29:30,33,Personal Care,1482,Good quality products.,4,0,0
ORD012892,CUST6260,jiomart,2025-03-09 12:29:30,32,Personal Care,1825,Wrong item delivered.,1,0,1
ORD012896,CUST1466,blinkit,2025-03-09 17:29:30,26,Beverages,260,Very satisfied with the service.,5,0,0
ORD012897,CUST8708,blinkit,2025-03-09 11:29:30,35,Beverages,920,Excellent experience!,5,0,0
ORD012898,CUST1560,jiomart,2025-03-09 13:29:30,29,Fruits & Vegetables,319,"Fast delivery, great service!",5,0,0
ORD012904,CUST9604,jiomart,2025-03-09 14:29:30,32,Grocery,573,Packaging could be better.,3,0,0
ORD012908,CUST1244,swiggy instamart,2025-03-09 06:29:30,33,Dairy,487,Good quality products.,4,0,0
ORD012910,CUST4648,swiggy instamart,2025-03-09 00:29:30,31,Grocery,310,"Fast delivery, great service!",5,0,0
ORD012913,CUST2086,swiggy instamart,2025-03-09 05:29:30,27,Grocery,1135,"Horrible experience, never ordering again.",1,0,1
ORD012928,CUST9847,blinkit,2025-03-09 06:29:30,54,Beverages,396,Quick and reliable!,5,1,0
ORD012929,CUST6989,blinkit,2025-03-09 08:29:30,47,Snacks,157,"Not fresh, disappointed.",2,1,1
ORD012931,CUST8828,jiomart,2025-03-09 02:29:30,12,Personal Care,1728,Excellent experience!,5,0,0
ORD012932,CUST9074,jiomart,2025-03-09 03:29:30,15,Beverages,618,"Horrible experience, never ordering again.",1,0,1
ORD012935,CUST4593,jiomart,2025-03-09 16:29:30,16,Snacks,339,"Fast delivery, great service!",5,0,0
ORD012936,CUST9433,swiggy instamart,2025-03-09 10:29:30,27,Dairy,261,"Fast delivery, great service!",5,0,0
ORD012938,CUST3336,blinkit,2025-03-09 11:29:30,17,Personal Care,394,Good quality products.,4,0,0
ORD012939,CUST4695,jiomart,2025-03-09 14:29:30,43,Fruits & Vegetables,467,Wrong item delivered.,1,1,1
ORD012943,CUST5625,blinkit,2025-03-09 05:29:30,19,Personal Care,242,Very satisfied with the service.,5,0,0
ORD012946,CUST4706,blinkit,2025-03-09 02:29:30,45,Personal Care,327,Good quality products.,4,1,0
ORD012947,CUST5106,swiggy instamart,2025-03-09 01:29:30,36,Personal Care,1450,Delivery person was rude.,2,0,1
ORD012950,CUST6384,jiomart,2025-03-09 23:29:30,24,Grocery,216,"Easy to order, loved it!",5,0,0
ORD012955,CUST3157,jiomart,2025-03-09 07:29:30,16,Personal Care,701,"Horrible experience, never ordering again.",1,0,1
ORD012958,CUST7140,blinkit,2025-03-09 20:29:30,43,Grocery,214,Wrong item delivered.,1,1,1
ORD012960,CUST1560,jiomart,2025-03-09 23:29:30,28,Personal Care,1811,Packaging could be better.,3,0,0
ORD012964,CUST3984,swiggy instamart,2025-03-09 09:29:30,19,Dairy,464,Delivery person was rude.,2,0,1
ORD012965,CUST1234,blinkit,2025-03-09 08:29:30,41,Fruits & Vegetables,606,"Very late delivery, not happy.",2,1,1
ORD012967,CUST1558,jiomart,2025-03-09 13:29:30,27,Dairy,259,"Not fresh, disappointed.",2,0,1
ORD012969,CUST3652,blinkit,2025-03-09 09:29:30,40,Dairy,338,Excellent experience!,5,0,0
ORD012977,CUST7646,swiggy instamart,2025-03-09 16:29:30,15,Fruits & Vegetables,206,"Easy to order, loved it!",5,0,0
ORD012979,CUST4519,blinkit,2025-03-09 11:29:30,26,Dairy,409,Wrong item delivered.,1,0,1
ORD012981,CUST5305,swiggy instamart,2025-03-09 05:29:30,36,Fruits & Vegetables,64,Wrong item delivered.,1,0,1
ORD012983,CUST8206,blinkit,2025-03-09 01:29:30,34,Personal Care,507,Packaging could be better.,3,0,0
ORD012990,CUST5182,swiggy instamart,2025-03-09 20:29:30,22,Snacks,110,"Fast delivery, great service!",5,0,0
ORD012994,CUST8476,jiomart,2025-03-09 09:29:30,38,Beverages,766,Good quality products.,4,0,0
ORD012995,CUST2581,jiomart,2025-03-09 05:29:30,41,Dairy,365,Good quality products.,4,1,0
ORD012997,CUST9504,jiomart,2025-03-09 05:29:30,31,Snacks,399,Quick and reliable!,5,0,0
ORD012998,CUST5306,swiggy instamart,2025-03-09 19:29:30,23,Snacks,319,Packaging could be better.,3,0,0
ORD013001,CUST7988,blinkit,2025-03-09 01:29:30,30,Fruits & Vegetables,486,"Fast delivery, great service!",5,0,0
ORD013002,CUST1416,swiggy instamart,2025-03-09 11:29:30,29,Snacks,426,Delivery person was rude.,2,0,1
ORD013004,CUST3068,swiggy instamart,2025-03-09 03:29:30,25,Beverages,794,Very satisfied with the service.,5,0,0
ORD013008,CUST2820,jiomart,2025-03-09 16:29:30,22,Beverages,338,"Horrible experience, never ordering again.",1,0,1
ORD013011,CUST3069,jiomart,2025-03-09 19:29:30,42,Beverages,485,"Fast delivery, great service!",5,1,0
ORD013012,CUST6695,jiomart,2025-03-09 15:29:30,50,Beverages,459,Good quality products.,4,1,0
ORD013013,CUST6030,jiomart,2025-03-09 19:29:30,45,Dairy,295,Items missing from order.,2,1,1
ORD013015,CUST8146,jiomart,2025-03-09 17:29:30,30,Beverages,265,Good quality products.,4,0,0
ORD013018,CUST3991,blinkit,2025-03-09 09:29:30,50,Grocery,983,"Horrible experience, never ordering again.",1,1,1
ORD013020,CUST9370,blinkit,2025-03-09 04:29:30,31,Grocery,610,Excellent experience!,5,0,0
ORD013022,CUST3321,swiggy instamart,2025-03-09 02:29:30,26,Personal Care,357,"Not fresh, disappointed.",2,0,1
ORD013023,CUST4634,blinkit,2025-03-09 23:29:30,41,Snacks,340,Quick and reliable!,5,1,0
ORD013025,CUST4255,blinkit,2025-03-09 17:29:30,45,Dairy,241,Quick and reliable!,5,1,0
ORD013026,CUST6798,swiggy instamart,2025-03-09 01:29:30,38,Grocery,691,"Easy to order, loved it!",5,0,0
ORD013028,CUST3486,jiomart,2025-03-09 00:29:30,44,Grocery,1264,"Very late delivery, not happy.",2,1,1
ORD013033,CUST6941,swiggy instamart,2025-03-09 22:29:30,27,Beverages,909,Packaging could be better.,3,0,0
ORD013035,CUST4775,blinkit,2025-03-09 00:29:30,28,Personal Care,1152,Items missing from order.,2,0,1
ORD013037,CUST3732,swiggy instamart,2025-03-09 01:29:30,31,Personal Care,648,Good quality products.,4,0,0
ORD013039,CUST3600,blinkit,2025-03-09 16:29:30,17,Dairy,495,Wrong item delivered.,1,0,1
ORD013040,CUST2640,swiggy instamart,2025-03-09 16:29:30,26,Snacks,237,"Very late delivery, not happy.",2,0,1
ORD013041,CUST3713,jiomart,2025-03-09 02:29:30,20,Personal Care,448,"Not fresh, disappointed.",2,0,1
ORD013047,CUST5561,jiomart,2025-03-09 13:29:30,22,Dairy,155,Items missing from order.,2,0,1
ORD013048,CUST1801,swiggy instamart,2025-03-09 15:29:30,33,Beverages,891,"Very late delivery, not happy.",2,0,1
ORD013049,CUST7567,swiggy instamart,2025-03-09 02:29:30,30,Beverages,951,"Easy to order, loved it!",5,0,0
ORD013051,CUST7386,swiggy instamart,2025-03-09 23:29:30,30,Dairy,207,Wrong item delivered.,1,0,1
ORD013052,CUST9548,blinkit,2025-03-09 06:29:30,25,Snacks,198,Items missing from order.,2,0,1
ORD013054,CUST8807,jiomart,2025-03-09 21:29:30,27,Beverages,760,Items missing from order.,2,0,1
ORD013058,CUST5915,jiomart,2025-03-09 17:29:30,20,Personal Care,1284,"Horrible experience, never ordering again.",1,0,1
ORD013059,CUST1005,swiggy instamart,2025-03-09 23:29:30,29,Beverages,306,"Very late delivery, not happy.",2,0,1
ORD013070,CUST3625,blinkit,2025-03-09 03:29:30,32,Snacks,472,Quick and reliable!,5,0,0
ORD013071,CUST4972,jiomart,2025-03-09 00:29:30,25,Dairy,165,"Easy to order, loved it!",5,0,0
ORD013076,CUST4168,jiomart,2025-03-09 14:29:30,37,Dairy,737,"Fast delivery, great service!",5,0,0
ORD013077,CUST5072,jiomart,2025-03-09 06:29:30,31,Beverages,544,Wrong item delivered.,1,0,1
ORD013080,CUST4707,swiggy instamart,2025-03-09 17:29:30,25,Dairy,294,Packaging could be better.,3,0,0
ORD013082,CUST3300,jiomart,2025-03-09 20:29:30,11,Dairy,164,Very satisfied with the service.,5,0,0
ORD013086,CUST4372,blinkit,2025-03-09 05:29:30,22,Dairy,521,Very satisfied with the service.,5,0,0
ORD013087,CUST8264,jiomart,2025-03-09 12:29:30,35,Snacks,181,"Not fresh, disappointed.",2,0,1
ORD013088,CUST3333,swiggy instamart,2025-03-09 20:29:30,29,Grocery,365,Items missing from order.,2,0,1
ORD013093,CUST9529,jiomart,2025-03-09 14:29:30,18,Snacks,440,Excellent experience!,5,0,0
ORD013094,CUST6098,swiggy instamart,2025-03-09 11:29:30,7,Personal Care,1895,Packaging could be better.,3,0,0
ORD013099,CUST8180,jiomart,2025-03-09 09:29:30,12,Fruits & Vegetables,516,Quick and reliable!,5,0,0
ORD013103,CUST8444,swiggy instamart,2025-03-09 09:29:30,38,Fruits & Vegetables,175,"Easy to order, loved it!",5,0,0
ORD013106,CUST6593,blinkit,2025-03-09 10:29:30,44,Dairy,716,Quick and reliable!,5,1,0
ORD013108,CUST1671,swiggy instamart,2025-03-09 06:29:30,37,Dairy,173,Very satisfied with the service.,5,0,0
ORD013110,CUST5185,blinkit,2025-03-09 15:29:30,36,Dairy,415,"Not fresh, disappointed.",2,0,1
ORD013111,CUST2848,jiomart,2025-03-09 11:29:30,27,Grocery,1102,"Easy to order, loved it!",5,0,0
ORD013114,CUST3759,swiggy instamart,2025-03-09 01:29:30,30,Grocery,201,Packaging could be better.,3,0,0
ORD013115,CUST8983,jiomart,2025-03-09 20:29:30,34,Personal Care,601,"Horrible experience, never ordering again.",1,0,1
ORD013117,CUST4680,swiggy instamart,2025-03-09 04:29:30,16,Fruits & Vegetables,411,"Very late delivery, not happy.",2,0,1
ORD013118,CUST9566,swiggy instamart,2025-03-09 12:29:30,49,Fruits & Vegetables,462,Very satisfied with the service.,5,1,0
ORD013122,CUST4953,swiggy instamart,2025-03-09 17:29:30,43,Fruits & Vegetables,331,Excellent experience!,5,1,0
ORD013125,CUST7908,blinkit,2025-03-09 22:29:30,35,Dairy,399,Items missing from order.,2,0,1
ORD013134,CUST5116,swiggy instamart,2025-03-09 19:29:30,16,Personal Care,1598,"Horrible experience, never ordering again.",1,0,1
ORD013141,CUST9109,jiomart,2025-03-09 11:29:30,29,Grocery,1483,"Very late delivery, not happy.",2,0,1
ORD013142,CUST4627,swiggy instamart,2025-03-09 12:29:30,23,Snacks,275,Delivery person was rude.,2,0,1
ORD013144,CUST5354,jiomart,2025-03-09 04:29:30,33,Dairy,595,"Easy to order, loved it!",5,0,0
ORD013148,CUST9502,jiomart,2025-03-09 14:29:30,21,Grocery,880,Very satisfied with the service.,5,0,0
ORD013150,CUST1689,blinkit,2025-03-09 19:29:30,21,Snacks,57,Items missing from order.,2,0,1
ORD013153,CUST2555,jiomart,2025-03-09 12:29:30,31,Dairy,132,Good quality products.,4,0,0
ORD013154,CUST2924,swiggy instamart,2025-03-09 13:29:30,17,Dairy,720,"Easy to order, loved it!",5,0,0
ORD013161,CUST8212,jiomart,2025-03-09 05:29:30,30,Grocery,448,"Horrible experience, never ordering again.",1,0,1
ORD013162,CUST8548,blinkit,2025-03-09 04:29:30,28,Grocery,305,"Not fresh, disappointed.",2,0,1
ORD013163,CUST9564,jiomart,2025-03-09 10:29:30,33,Personal Care,1758,Wrong item delivered.,1,0,1
ORD013168,CUST4539,blinkit,2025-03-09 20:29:30,37,Grocery,550,Good quality products.,4,0,0
ORD013169,CUST3961,swiggy instamart,2025-03-09 23:29:30,40,Fruits & Vegetables,600,Packaging could be better.,3,0,0
ORD013175,CUST1464,jiomart,2025-03-09 13:29:30,16,Beverages,753,Very satisfied with the service.,5,0,0
ORD013176,CUST8481,swiggy instamart,2025-03-09 10:29:30,30,Dairy,464,Good quality products.,4,0,0
ORD013177,CUST5153,jiomart,2025-03-09 02:29:30,25,Grocery,522,"Very late delivery, not happy.",2,0,1
ORD013180,CUST6773,jiomart,2025-03-09 19:29:30,26,Fruits & Vegetables,274,Very satisfied with the service.,5,0,0
ORD013181,CUST5074,jiomart,2025-03-09 10:29:30,33,Beverages,341,Wrong item delivered.,1,0,1
ORD013182,CUST5532,swiggy instamart,2025-03-09 19:29:30,47,Snacks,185,Very satisfied with the service.,5,1,0
ORD013187,CUST5311,swiggy instamart,2025-03-09 15:29:30,38,Personal Care,1006,"Horrible experience, never ordering again.",1,0,1
ORD013190,CUST9966,blinkit,2025-03-09 05:29:30,21,Dairy,326,Quick and reliable!,5,0,0
ORD013192,CUST7575,blinkit,2025-03-09 14:29:30,14,Grocery,1232,"Very late delivery, not happy.",2,0,1
ORD013195,CUST9189,swiggy instamart,2025-03-09 03:29:30,33,Dairy,206,Delivery person was rude.,2,0,1
ORD013196,CUST2456,blinkit,2025-03-09 13:29:30,47,Beverages,274,Good quality products.,4,1,0
ORD013197,CUST6468,blinkit,2025-03-09 05:29:30,22,Dairy,672,Delivery person was rude.,2,0,1
ORD013203,CUST2659,swiggy instamart,2025-03-09 09:29:30,32,Personal Care,1850,Packaging could be better.,3,0,0
ORD013205,CUST7652,jiomart,2025-03-09 09:29:30,44,Beverages,790,Items missing from order.,2,1,1
ORD013208,CUST4050,swiggy instamart,2025-03-09 01:29:30,23,Dairy,148,Good quality products.,4,0,0
ORD013211,CUST5336,swiggy instamart,2025-03-09 16:29:30,29,Personal Care,1445,"Horrible experience, never ordering again.",1,0,1
ORD013212,CUST8953,swiggy instamart,2025-03-09 10:29:30,26,Dairy,443,"Not fresh, disappointed.",2,0,1
ORD013214,CUST6521,swiggy instamart,2025-03-09 22:29:30,28,Fruits & Vegetables,210,"Fast delivery, great service!",5,0,0
ORD013216,CUST6922,swiggy instamart,2025-03-09 15:29:30,39,Fruits & Vegetables,70,Very satisfied with the service.,5,0,0
ORD013225,CUST5853,jiomart,2025-03-09 14:29:30,26,Snacks,277,"Horrible experience, never ordering again.",1,0,1
ORD013227,CUST3914,blinkit,2025-03-09 09:29:30,14,Personal Care,1083,Delivery person was rude.,2,0,1
ORD013229,CUST2244,swiggy instamart,2025-03-09 22:29:30,44,Personal Care,500,Excellent experience!,5,1,0
ORD013231,CUST2529,blinkit,2025-03-09 23:29:30,37,Grocery,485,Wrong item delivered.,1,0,1
ORD013247,CUST8250,swiggy instamart,2025-03-09 13:29:30,33,Snacks,128,Items missing from order.,2,0,1
ORD013248,CUST1668,swiggy instamart,2025-03-09 00:29:30,28,Snacks,438,Delivery person was rude.,2,0,1
ORD013251,CUST3539,swiggy instamart,2025-03-09 07:29:30,19,Beverages,435,Wrong item delivered.,1,0,1
ORD013252,CUST5485,blinkit,2025-03-09 04:29:30,14,Snacks,101,"Horrible experience, never ordering again.",1,0,1
ORD013254,CUST9101,jiomart,2025-03-09 07:29:30,25,Grocery,521,"Not fresh, disappointed.",2,0,1
ORD013257,CUST5019,swiggy instamart,2025-03-09 08:29:30,17,Fruits & Vegetables,513,Very satisfied with the service.,5,0,0
ORD013258,CUST4700,blinkit,2025-03-09 16:29:30,30,Personal Care,1668,Packaging could be better.,3,0,0
ORD013259,CUST8214,blinkit,2025-03-09 05:29:30,14,Personal Care,1742,"Easy to order, loved it!",5,0,0
ORD013260,CUST4538,blinkit,2025-03-09 22:29:30,30,Beverages,203,"Very late delivery, not happy.",2,0,1
ORD013261,CUST3381,jiomart,2025-03-09 04:29:30,30,Grocery,426,Quick and reliable!,5,0,0
ORD013262,CUST1203,jiomart,2025-03-09 12:29:30,26,Personal Care,583,Items missing from order.,2,0,1
ORD013266,CUST8917,swiggy instamart,2025-03-09 01:29:30,17,Snacks,486,Good quality products.,4,0,0
ORD013267,CUST8191,swiggy instamart,2025-03-09 07:29:30,33,Beverages,285,"Horrible experience, never ordering again.",1,0,1
ORD013269,CUST4149,swiggy instamart,2025-03-09 07:29:30,30,Dairy,533,Delivery person was rude.,2,0,1
ORD013270,CUST7755,swiggy instamart,2025-03-09 20:29:30,22,Snacks,109,Items missing from order.,2,0,1
ORD013273,CUST7547,blinkit,2025-03-09 05:29:30,35,Snacks,273,Wrong item delivered.,1,0,1
ORD013275,CUST5284,swiggy instamart,2025-03-09 21:29:30,36,Snacks,160,Delivery person was rude.,2,0,1
ORD013277,CUST5318,blinkit,2025-03-09 15:29:30,55,Dairy,407,Wrong item delivered.,1,1,1
ORD013278,CUST8066,jiomart,2025-03-09 05:29:30,17,Grocery,740,Good quality products.,4,0,0
ORD013283,CUST9853,jiomart,2025-03-09 01:29:30,28,Fruits & Vegetables,410,Items missing from order.,2,0,1
ORD013289,CUST9819,swiggy instamart,2025-03-09 12:29:30,11,Beverages,975,Wrong item delivered.,1,0,1
ORD013291,CUST2583,blinkit,2025-03-09 14:29:30,20,Dairy,119,"Fast delivery, great service!",5,0,0
ORD013293,CUST8794,blinkit,2025-03-09 07:29:30,37,Grocery,458,"Not fresh, disappointed.",2,0,1
ORD013297,CUST4732,blinkit,2025-03-09 22:29:30,13,Personal Care,1213,Packaging could be better.,3,0,0
ORD013298,CUST6707,swiggy instamart,2025-03-09 10:29:30,33,Snacks,315,Good quality products.,4,0,0
ORD013305,CUST9145,blinkit,2025-03-09 08:29:30,39,Dairy,207,Good quality products.,4,0,0
ORD013306,CUST8146,blinkit,2025-03-09 15:29:30,18,Personal Care,1866,Quick and reliable!,5,0,0
ORD013307,CUST2059,swiggy instamart,2025-03-09 02:29:30,27,Grocery,1245,Quick and reliable!,5,0,0
ORD013308,CUST3807,blinkit,2025-03-09 01:29:30,40,Fruits & Vegetables,410,Quick and reliable!,5,0,0
ORD013311,CUST1942,blinkit,2025-03-09 21:29:30,24,Dairy,555,"Not fresh, disappointed.",2,0,1
ORD013312,CUST6695,jiomart,2025-03-09 11:29:30,29,Personal Care,1657,Items missing from order.,2,0,1
ORD013317,CUST2071,jiomart,2025-03-09 18:29:30,35,Fruits & Vegetables,552,"Easy to order, loved it!",5,0,0
ORD013318,CUST5523,blinkit,2025-03-09 06:29:30,16,Grocery,1279,"Very late delivery, not happy.",2,0,1
ORD013320,CUST1451,jiomart,2025-03-09 15:29:30,28,Snacks,483,Packaging could be better.,3,0,0
ORD013322,CUST8058,blinkit,2025-03-09 07:29:30,26,Personal Care,280,"Very late delivery, not happy.",2,0,1
ORD013327,CUST6076,swiggy instamart,2025-03-09 20:29:30,30,Personal Care,1450,Packaging could be better.,3,0,0
ORD013330,CUST6415,swiggy instamart,2025-03-09 21:29:30,12,Grocery,1040,"Easy to order, loved it!",5,0,0
ORD013332,CUST9322,swiggy instamart,2025-03-09 11:29:30,30,Personal Care,1375,"Very late delivery, not happy.",2,0,1
ORD013334,CUST3363,jiomart,2025-03-09 21:29:30,32,Grocery,339,"Not fresh, disappointed.",2,0,1
ORD013339,CUST6871,swiggy instamart,2025-03-09 17:29:30,26,Beverages,793,"Very late delivery, not happy.",2,0,1
ORD013342,CUST2042,blinkit,2025-03-09 10:29:30,12,Grocery,1262,Excellent experience!,5,0,0
ORD013344,CUST7778,swiggy instamart,2025-03-09 10:29:30,34,Beverages,228,Good quality products.,4,0,0
ORD013346,CUST4188,jiomart,2025-03-09 08:29:30,34,Personal Care,1273,"Fast delivery, great service!",5,0,0
ORD013356,CUST7611,jiomart,2025-03-09 05:29:30,26,Grocery,1276,Quick and reliable!,5,0,0
ORD013359,CUST7247,blinkit,2025-03-09 11:29:30,30,Dairy,732,"Horrible experience, never ordering again.",1,0,1
ORD013360,CUST8772,blinkit,2025-03-09 06:29:30,42,Dairy,384,"Very late delivery, not happy.",2,1,1
ORD013362,CUST6624,blinkit,2025-03-09 19:29:30,18,Fruits & Vegetables,645,Very satisfied with the service.,5,0,0
ORD013364,CUST2570,blinkit,2025-03-09 09:29:30,23,Beverages,133,Very satisfied with the service.,5,0,0
ORD013365,CUST6098,swiggy instamart,2025-03-09 17:29:30,26,Beverages,826,Packaging could be better.,3,0,0
ORD013367,CUST3906,swiggy instamart,2025-03-09 01:29:30,51,Grocery,946,"Horrible experience, never ordering again.",1,1,1
ORD013369,CUST5128,swiggy instamart,2025-03-09 19:29:30,19,Beverages,930,Very satisfied with the service.,5,0,0
ORD013370,CUST9186,blinkit,2025-03-09 07:29:30,42,Dairy,529,Wrong item delivered.,1,1,1
ORD013371,CUST2486,jiomart,2025-03-09 06:29:30,14,Snacks,108,"Fast delivery, great service!",5,0,0
ORD013372,CUST4023,swiggy instamart,2025-03-09 15:29:30,32,Grocery,908,"Very late delivery, not happy.",2,0,1
ORD013375,CUST4286,jiomart,2025-03-09 07:29:30,21,Dairy,105,"Not fresh, disappointed.",2,0,1
ORD013376,CUST4713,jiomart,2025-03-09 16:29:30,19,Fruits & Vegetables,654,Excellent experience!,5,0,0
ORD013380,CUST8401,swiggy instamart,2025-03-09 07:29:30,28,Fruits & Vegetables,519,"Very late delivery, not happy.",2,0,1
ORD013381,CUST2540,blinkit,2025-03-09 19:29:30,18,Snacks,195,"Not fresh, disappointed.",2,0,1
ORD013382,CUST9583,jiomart,2025-03-09 07:29:30,30,Snacks,117,"Easy to order, loved it!",5,0,0
ORD013385,CUST1997,blinkit,2025-03-09 00:29:30,28,Fruits & Vegetables,299,"Easy to order, loved it!",5,0,0
ORD013388,CUST2564,swiggy instamart,2025-03-09 19:29:30,29,Grocery,625,Packaging could be better.,3,0,0
ORD013389,CUST3760,jiomart,2025-03-09 16:29:30,23,Fruits & Vegetables,653,Items missing from order.,2,0,1
ORD013392,CUST1206,jiomart,2025-03-09 16:29:30,33,Personal Care,1781,Very satisfied with the service.,5,0,0
ORD013395,CUST7303,blinkit,2025-03-09 00:29:30,17,Snacks,204,"Not fresh, disappointed.",2,0,1
ORD013396,CUST6017,blinkit,2025-03-09 22:29:30,37,Dairy,775,"Easy to order, loved it!",5,0,0
ORD013397,CUST1453,swiggy instamart,2025-03-09 08:29:30,28,Beverages,636,Packaging could be better.,3,0,0
ORD013398,CUST7141,swiggy instamart,2025-03-09 06:29:30,33,Grocery,1355,"Fast delivery, great service!",5,0,0
ORD013400,CUST3824,swiggy instamart,2025-03-09 11:29:30,37,Personal Care,1118,Wrong item delivered.,1,0,1
ORD013401,CUST4088,jiomart,2025-03-09 01:29:30,28,Fruits & Vegetables,472,Good quality products.,4,0,0
ORD013402,CUST9162,swiggy instamart,2025-03-09 10:29:30,40,Beverages,653,"Fast delivery, great service!",5,0,0
ORD013403,CUST3978,swiggy instamart,2025-03-09 08:29:30,25,Personal Care,118,"Horrible experience, never ordering again.",1,0,1
ORD013406,CUST6656,jiomart,2025-03-09 10:29:30,37,Beverages,168,Very satisfied with the service.,5,0,0
ORD013409,CUST7130,blinkit,2025-03-09 21:29:30,22,Personal Care,425,"Fast delivery, great service!",5,0,0
ORD013410,CUST3898,blinkit,2025-03-09 19:29:30,27,Dairy,678,"Easy to order, loved it!",5,0,0
ORD013416,CUST1497,blinkit,2025-03-09 22:29:30,32,Personal Care,1699,Quick and reliable!,5,0,0
ORD013419,CUST2970,swiggy instamart,2025-03-09 14:29:30,34,Snacks,323,"Horrible experience, never ordering again.",1,0,1
ORD013421,CUST5774,blinkit,2025-03-09 21:29:30,15,Dairy,745,Excellent experience!,5,0,0
ORD013422,CUST2765,swiggy instamart,2025-03-09 21:29:30,39,Beverages,178,"Very late delivery, not happy.",2,0,1
ORD013425,CUST9494,swiggy instamart,2025-03-09 23:29:30,22,Dairy,374,Excellent experience!,5,0,0
ORD013430,CUST3543,blinkit,2025-03-09 07:29:30,35,Snacks,282,Delivery person was rude.,2,0,1
ORD013431,CUST6527,jiomart,2025-03-09 08:29:30,27,Beverages,395,Very satisfied with the service.,5,0,0
ORD013433,CUST9978,swiggy instamart,2025-03-09 05:29:30,36,Snacks,396,Wrong item delivered.,1,0,1
ORD013438,CUST6543,blinkit,2025-03-09 06:29:30,29,Personal Care,744,Excellent experience!,5,0,0
ORD013441,CUST3316,jiomart,2025-03-09 08:29:30,29,Grocery,317,Delivery person was rude.,2,0,1
ORD013442,CUST4923,blinkit,2025-03-09 03:29:30,12,Grocery,710,Packaging could be better.,3,0,0
ORD013449,CUST8871,jiomart,2025-03-09 08:29:30,38,Snacks,296,"Horrible experience, never ordering again.",1,0,1
ORD013454,CUST9639,swiggy instamart,2025-03-09 22:29:30,17,Beverages,175,Items missing from order.,2,0,1
ORD013456,CUST9547,swiggy instamart,2025-03-09 23:29:30,45,Personal Care,858,Excellent experience!,5,1,0
ORD013459,CUST4292,swiggy instamart,2025-03-09 01:29:30,5,Personal Care,1421,Good quality products.,4,0,0
ORD013464,CUST4244,swiggy instamart,2025-03-09 21:29:30,23,Beverages,356,"Very late delivery, not happy.",2,0,1
ORD013465,CUST5799,swiggy instamart,2025-03-09 19:29:30,35,Grocery,300,"Not fresh, disappointed.",2,0,1
ORD013467,CUST7623,blinkit,2025-03-09 10:29:30,24,Snacks,103,"Horrible experience, never ordering again.",1,0,1
ORD013468,CUST8129,swiggy instamart,2025-03-09 19:29:30,24,Dairy,625,"Not fresh, disappointed.",2,0,1
ORD013470,CUST2349,jiomart,2025-03-09 16:29:30,30,Beverages,213,Very satisfied with the service.,5,0,0
ORD013471,CUST9035,swiggy instamart,2025-03-09 08:29:30,34,Dairy,502,Packaging could be better.,3,0,0
ORD013472,CUST1390,jiomart,2025-03-09 15:29:30,38,Beverages,678,Good quality products.,4,0,0
ORD013475,CUST6267,blinkit,2025-03-09 08:29:30,19,Beverages,923,Excellent experience!,5,0,0
ORD013477,CUST7370,swiggy instamart,2025-03-09 14:29:30,15,Fruits & Vegetables,592,Very satisfied with the service.,5,0,0
ORD013478,CUST6011,blinkit,2025-03-09 06:29:30,28,Fruits & Vegetables,344,"Not fresh, disappointed.",2,0,1
ORD013481,CUST1903,blinkit,2025-03-09 13:29:30,37,Beverages,496,Good quality products.,4,0,0
ORD013482,CUST9643,blinkit,2025-03-09 04:29:30,28,Dairy,275,"Very late delivery, not happy.",2,0,1
ORD013483,CUST1682,blinkit,2025-03-09 12:29:30,30,Personal Care,1555,Very satisfied with the service.,5,0,0
ORD013484,CUST4081,blinkit,2025-03-09 01:29:30,39,Personal Care,314,"Horrible experience, never ordering again.",1,0,1
ORD013488,CUST3840,jiomart,2025-03-09 20:29:30,11,Snacks,124,"Not fresh, disappointed.",2,0,1
ORD013490,CUST1785,blinkit,2025-03-09 17:29:30,41,Snacks,165,"Easy to order, loved it!",5,1,0
ORD013492,CUST1458,jiomart,2025-03-09 04:29:30,24,Dairy,482,"Easy to order, loved it!",5,0,0
ORD013493,CUST1773,blinkit,2025-03-09 07:29:30,35,Beverages,986,"Horrible experience, never ordering again.",1,0,1
ORD013495,CUST7306,swiggy instamart,2025-03-09 14:29:30,35,Personal Care,1793,Packaging could be better.,3,0,0
ORD013499,CUST1859,swiggy instamart,2025-03-09 01:29:30,32,Fruits & Vegetables,564,"Easy to order, loved it!",5,0,0
